436,64,501,98
437,18,501,52
266,61,373,98
255,15,373,52
106,787,224,799
105,742,246,776
105,339,491,385
104,705,460,758
95,120,512,164
95,15,213,51
95,258,480,301
95,212,501,259
95,419,470,463
95,624,438,666
95,658,224,693
95,297,470,343
94,511,449,556
94,378,491,425
94,548,449,593
94,160,310,203
94,585,470,632
94,58,140,97
94,455,310,501
